id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
15465,9258,200,30,30,19.03 ,ジェフユナイテッド千葉,ザスパクサツ群馬,18500,スカパー！／スカパー！プレミアムサービス,2,2,-20,28.1,79%,西村　雄一,ジェフユナイテッド千葉,岡本　昌弘,キム　ヒョヌン,竹内　彬,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,米倉　恒貴,谷澤　達也,大塚　翔平,ナム　スンウ,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,保﨑　淳,クォン　ハンジン,櫻田　和樹,夛田　凌輔,小林　竜樹,加藤　弘堅,平繁　龍一,青木　孝太
15466,4262,200,30,30,19.04 ,カターレ富山,松本山雅ＦＣ,25250,スカパー！／スカパー！プレミアムサービス,0,1,-20,26.9,94%,三上　正一郎,カターレ富山,守田　達弥,池端　陽介,平出　涼,足助　翔,森　泰次郎,ヤン　ヘジュン,朝日　大輔,舩津　徹也,ソ　ヨンドク,キム　ヨングン,白崎　凌兵,松本山雅ＦＣ,白井　裕人,犬飼　智也,多々良　敦斗,飯田　真輝,玉林　睦実,岩沼　俊介,喜山　康平,飯尾　竜太朗,岩上　祐三,船山　貴之,長沢　駿
15467,6267,200,30,30,19.34 ,京都サンガF.C.,ファジアーノ岡山,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,2,4,-20,28.4,81%,佐藤　隆治,京都サンガF.C.,オ　スンフン,安藤　淳,酒井　隆介,バヤリッツァ,福村　貴幸,秋本　倫孝,横谷　繁,工藤　浩平,駒井　善成,宮吉　拓実,山瀬　功治,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,千明　聖典,島田　譲,田所　諒,石原　崇兆,清水　慎太郎,桒田　慎一朗
15468,6916,200,30,30,19.04 ,ヴィッセル神戸,東京ヴェルディ,30132,スカパー！／スカパー！プレミアムサービス,2,1,-10,28.3,80%,窪田　陽輔,ヴィッセル神戸,徳重　健太,奥井　諒,岩波　拓也,イ　グァンソン,茂木　弘人,橋本　英郎,田中　英雄,森岡　亮太,マジーニョ,小川　慶治朗,ポポ,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,福井　諒司,小池　純輝,鈴木　惇,端山　豪,西　紀寛,飯尾　一慶,常盤　聡,高原　直泰
15469,3258,200,30,30,19.03 ,ギラヴァンツ北九州,ＦＣ岐阜,10202,スカパー！／スカパー！プレミアムサービス,2,0,-10,30.3,79%,小屋　幸栄,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,多田　高行,新井　純平,八角　剛史,井上　翔太,森村　昂太,渡　大生,池元　友樹,ＦＣ岐阜,時久　省吾,野垣内　俊,新井　辰也,木谷　公亮,益山　司,水野　泰輔,森安　洋文,李　漢宰,美尾　敦,染矢　一樹,バージェ
15470,4052,200,30,30,19.03 ,ロアッソ熊本,徳島ヴォルティス,32000,スカパー！／スカパー！プレミアムサービス／熊本放送,0,1,-20,28.6,85%,森川　浩次,ロアッソ熊本,南　雄太,高橋　祐太郎,橋本　拳人,矢野　大輔,藏川　洋平,黒木　晃平,原田　拓,片山　奨典,堀米　勇輝,齊藤　和樹,藤本　主税,徳島ヴォルティス,長谷川　徹,藤原　広太朗,三木　隆司,大久保　裕樹,濱田　武,柴崎　晃誠,宮崎　光平,アレックス,大﨑　淳矢,ドウグラス,津田　知宏
15471,10096,200,30,30,19.33 ,ガイナーレ鳥取,ガンバ大阪,16033,スカパー！／スカパー！プレミアムサービス,1,7,-10,29.3,73%,岡　宏道,ガイナーレ鳥取,小針　清允,林堂　眞,横竹　翔,柳楽　智和,森　英次郎,実信　憲明,ドゥドゥ,安藤　由翔,住田　貴彦,久保　裕一,永里　源気,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,内田　達也,遠藤　保仁,大森　晃太郎,岡崎　建哉,ロチャ,宇佐美　貴史
15472,5609,200,31,70,18.03 ,水戸ホーリーホック,コンサドーレ札幌,12000,スカパー！／スカパー！プレミアムサービス,1,3,-20,24.2,76%,荒木　友輔,水戸ホーリーホック,本間　幸司,細川　淳矢,冨田　大介,尾本　敬,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,橋本　晃司,山村　佑樹,鈴木　隆行,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,宮澤　裕樹,上里　一将,荒野　拓馬,前田　俊介,岡本　賢明,フェホ
15473,2496,200,31,70,18.04 ,ザスパクサツ群馬,愛媛ＦＣ,15135,スカパー！／スカパー！プレミアムサービス／群馬テレビ,2,1,-10,26.3,65%,上田　益也,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,保﨑　淳,クォン　ハンジン,黄　誠秀,夛田　凌輔,永田　亮太,加藤　弘堅,平繁　龍一,横山　翔平,愛媛ＦＣ,秋元　陽太,三原　向平,代　健司,園田　拓也,浦田　延尚,黒木　恭平,村上　巧,吉村　圭司,東　浩史,加藤　大,重松　健太郎
15474,6544,200,31,70,18.03 ,東京ヴェルディ,松本山雅ＦＣ,49970,スカパー！／スカパー！プレミアムサービス,1,3,-20,25.6,68%,長谷　拓,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,高原　直泰,常盤　聡,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,飯尾　竜太朗,岩上　祐三,船山　貴之,塩沢　勝吾
15475,12490,200,31,70,18.03 ,横浜ＦＣ,ガンバ大阪,15454,スカパー！／スカパー！プレミアムサービス,2,2,-20,25.4,66%,廣瀬　格,横浜ＦＣ,シュナイダー　潤之介,武岡　優斗,野上　結貴,森本　良,中島　崇典,佐藤　謙介,髙地　系治,寺田　紳一,野崎　陽介,永井　雄一郎,三浦　知良,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,内田　達也,明神　智和,大森　晃太郎,遠藤　保仁,ロチャ,宇佐美　貴史
15476,4472,200,31,70,18.04 ,カターレ富山,モンテディオ山形,25250,スカパー！／スカパー！プレミアムサービス,1,3,-20,25.9,78%,吉田　哲朗,カターレ富山,守田　達弥,池端　陽介,足助　翔,舘野　俊祐,大西　容平,國吉　貴博,朝日　大輔,舩津　徹也,ソ　ヨンドク,白崎　凌兵,黒部　光昭,モンテディオ山形,常澤　聡,山田　拓巳,石井　秀典,イ　ジュヨン,中村　太亮,山﨑　雅人,堀之内　聖,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平
15477,3358,200,31,70,18.33 ,ガイナーレ鳥取,Ｖ・ファーレン長崎,16033,スカパー！／スカパー！プレミアムサービス,0,3,-20,26,73%,小屋　幸栄,ガイナーレ鳥取,小針　清允,林堂　眞,柳楽　智和,ドゥドゥ,尾崎　瑛一郎,横竹　翔,田中　雄大,森　英次郎,岡野　雅行,久保　裕一,永里　源気,Ｖ・ファーレン長崎,金山　隼樹,岡本　拓也,山口　貴弘,髙杉　亮太,金久保　彩,井上　裕大,前田　悠佑,古部　健太,佐藤　洸一,奥埜　博亮,幸野　志有人
15478,5129,200,31,70,18.34 ,徳島ヴォルティス,京都サンガF.C.,19637,スカパー！／スカパー！プレミアムサービス,1,1,-10,25.1,79%,池内　明彦,徳島ヴォルティス,長谷川　徹,藤原　広太朗,福元　洋平,青山　隼,濱田　武,柴崎　晃誠,アレックス,宮崎　光平,大﨑　淳矢,キム　ジョンミン,津田　知宏,京都サンガF.C.,オ　スンフン,安藤　淳,染谷　悠太,酒井　隆介,黄　大城,秋本　倫孝,横谷　繁,工藤　浩平,三平　和司,宮吉　拓実,原川　力
15479,10065,200,31,70,19.03 ,ジェフユナイテッド千葉,ＦＣ岐阜,18500,スカパー！／スカパー！プレミアムサービス,1,1,-20,24.8,81%,榎本　一慶,ジェフユナイテッド千葉,岡本　昌弘,キム　ヒョヌン,竹内　彬,山口　智,高橋　峻希,佐藤　勇人,佐藤　健太郎,伊藤　大介,谷澤　達也,大塚　翔平,ケンペス,ＦＣ岐阜,時久　省吾,田中　秀人,木谷　公亮,新井　辰也,野垣内　俊,染矢　一樹,益山　司,服部　年宏,美尾　敦,樋口　寛規,バージェ
15480,10802,200,31,70,19.05 ,ヴィッセル神戸,アビスパ福岡,45000,スカパー！／スカパー！プレミアムサービス,4,0,-10,24.6,66%,扇谷　健司,ヴィッセル神戸,徳重　健太,奥井　諒,岩波　拓也,イ　グァンソン,橋本　英郎,田中　英雄,森岡　亮太,マジーニョ,杉浦　恭平,茂木　弘人,ポポ,アビスパ福岡,神山　竜一,堤　俊輔,パク　ゴン,岡田　隆,中原　秀人,船山　祐二,金久保　順,石津　大介,金森　健志,城後　寿,坂田　大輔
15481,8046,200,31,70,19.04 ,ファジアーノ岡山,栃木ＳＣ,20000,スカパー！／スカパー！プレミアムサービス,1,3,-10,26.8,60%,三上　正一郎,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,植田　龍仁朗,篠原　弘次郎,千明　聖典,島田　譲,田所　諒,石原　崇兆,押谷　祐樹,桒田　慎一朗,栃木ＳＣ,榎本　達也,西澤　代志也,チャ　ヨンファン,當間　建文,赤井　秀行,クリスティアーノ,高木　和正,本橋　卓巳,杉本　真,サビア,廣瀬　浩二
15482,3339,200,31,40,19.03 ,ロアッソ熊本,ギラヴァンツ北九州,32000,スカパー！／スカパー！プレミアムサービス,1,2,-10,25.4,65%,三上　正一郎,ロアッソ熊本,南　雄太,高橋　祐太郎,橋本　拳人,青木　良太,大迫　希,黒木　晃平,原田　拓,片山　奨典,堀米　勇輝,藤本　主税,齊藤　和樹,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,冨士　祐樹,アン　ヨンギュ,八角　剛史,井上　翔太,小手川　宏基,渡　大生,池元　友樹
15483,6792,200,32,70,14.04 ,コンサドーレ札幌,ファジアーノ岡山,19620,スカパー！／スカパー！プレミアムサービス,2,2,-10,23.3,60%,上田　益也,コンサドーレ札幌,杉山　哲,日高　拓磨,櫛引　一紀,チョ　ソンジン,松本　怜大,宮澤　裕樹,上里　一将,荒野　拓馬,前田　俊介,三上　陽輔,内村　圭宏,ファジアーノ岡山,中林　洋次,近藤　徹志,竹田　忠嗣,後藤　圭太,田中　奏一,千明　聖典,島田　譲,田所　諒,石原　崇兆,押谷　祐樹,桒田　慎一朗
15484,6428,200,32,70,18.04 ,モンテディオ山形,水戸ホーリーホック,21292,スカパー！／スカパー！プレミアムサービス,2,1,-10,25.9,68%,榎本　一慶,モンテディオ山形,常澤　聡,山田　拓巳,西河　翔吾,イ　ジュヨン,中村　太亮,山﨑　雅人,堀之内　聖,ロメロ　フランク,伊東　俊,萬代　宏樹,林　陵平,水戸ホーリーホック,本間　幸司,細川　淳矢,石神　幸征,新里　亮,輪湖　直樹,鈴木　雄斗,西岡　謙太,船谷　圭祐,小澤　司,橋本　晃司,鈴木　隆行
15485,2742,200,32,70,19.03 ,栃木ＳＣ,徳島ヴォルティス,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ,0,1,-20,23.8,91%,塚田　健太,栃木ＳＣ,榎本　達也,西澤　代志也,チャ　ヨンファン,當間　建文,赤井　秀行,クリスティアーノ,高木　和正,本橋　卓巳,杉本　真,廣瀬　浩二,サビア,徳島ヴォルティス,松井　謙弥,藤原　広太朗,福元　洋平,青山　隼,濱田　武,柴崎　晃誠,宮崎　光平,アレックス,大﨑　淳矢,キム　ジョンミン,津田　知宏
15486,4127,200,32,70,18.03 ,横浜ＦＣ,ザスパクサツ群馬,15454,スカパー！／スカパー！プレミアムサービス,2,0,-10,28.3,53%,河合　英治,横浜ＦＣ,シュナイダー　潤之介,武岡　優斗,森本　良,野上　結貴,中島　崇典,佐藤　謙介,髙地　系治,寺田　紳一,野崎　陽介,永井　雄一郎,三浦　知良,ザスパクサツ群馬,北　一真,小柳　達司,有薗　真吾,乾　大知,クォン　ハンジン,黄　誠秀,夛田　凌輔,永田　亮太,加藤　弘堅,平繁　龍一,青木　孝太
15487,10993,200,32,70,18.04 ,松本山雅ＦＣ,ガイナーレ鳥取,20396,スカパー！／スカパー！プレミアムサービス,2,1,-20,22.3,87%,森川　浩次,松本山雅ＦＣ,村山　智彦,多々良　敦斗,犬飼　智也,飯田　真輝,阿部　巧,岩沼　俊介,喜山　康平,岩上　祐三,玉林　睦実,船山　貴之,塩沢　勝吾,ガイナーレ鳥取,小針　清允,柳楽　智和,林堂　眞,田中　雄大,尾崎　瑛一郎,実信　憲明,鮫島　晃太,森　英次郎,住田　貴彦,久保　裕一,永里　源気
15488,4180,200,32,70,18.04 ,ＦＣ岐阜,東京ヴェルディ,20000,スカパー！／スカパー！プレミアムサービス／岐阜放送,1,2,-20,25.9,87%,日高　晴樹,ＦＣ岐阜,時久　省吾,田中　秀人,木谷　公亮,新井　辰也,野垣内　俊,美尾　敦,益山　司,服部　年宏,染矢　一樹,樋口　寛規,バージェ,東京ヴェルディ,佐藤　優也,井林　章,刀根　亮輔,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,常盤　聡,巻　誠一郎
15489,9895,200,32,70,18.03 ,ガンバ大阪,Ｖ・ファーレン長崎,21000,スカパー！／スカパー！プレミアムサービス,1,2,-20,25.6,86%,松尾　一,ガンバ大阪,藤ヶ谷　陽介,加地　亮,西野　貴治,今野　泰幸,藤春　廣輝,内田　達也,遠藤　保仁,大森　晃太郎,岡崎　建哉,ロチャ,宇佐美　貴史,Ｖ・ファーレン長崎,金山　隼樹,岡本　拓也,山口　貴弘,髙杉　亮太,金久保　彩,岩間　雄大,井上　裕大,古部　健太,佐藤　洸一,奥埜　博亮,幸野　志有人
15490,4552,200,32,70,18.03 ,アビスパ福岡,ジェフユナイテッド千葉,22563,スカパー！／スカパー！プレミアムサービス,3,4,-20,25.2,84%,今村　義朗,アビスパ福岡,笠川　永太,三島　勇太,堤　俊輔,山口　和樹,宮本　卓也,中原　秀人,金久保　順,金森　健志,城後　寿,石津　大介,坂田　大輔,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,高橋　峻希,佐藤　勇人,佐藤　健太郎,伊藤　大介,田中　佑昌,大塚　翔平,ケンペス
15491,1829,200,32,70,18.03 ,ギラヴァンツ北九州,ヴィッセル神戸,10202,スカパー！／スカパー！プレミアムサービス,2,3,-40,23.6,96%,村上　伸次,ギラヴァンツ北九州,武田　博行,宮本　亨,渡邉　将基,前田　和哉,多田　高行,新井　純平,八角　剛史,小手川　宏基,森村　昂太,渡　大生,池元　友樹,ヴィッセル神戸,徳重　健太,奥井　諒,岩波　拓也,北本　久仁衛,茂木　弘人,橋本　英郎,田中　英雄,杉浦　恭平,森岡　亮太,小川　慶治朗,ポポ
15492,4314,200,32,70,19.04 ,京都サンガF.C.,ロアッソ熊本,20588,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,2,0,-20,25.9,81%,木村　博之,京都サンガF.C.,オ　スンフン,下畠　翔吾,染谷　悠太,酒井　隆介,福村　貴幸,秋本　倫孝,横谷　繁,倉貫　一毅,駒井　善成,原　一樹,山瀬　功治,ロアッソ熊本,南　雄太,高橋　祐太郎,青木　良太,矢野　大輔,黒木　晃平,橋本　拳人,原田　拓,片山　奨典,ドゥグラス,藤本　主税,仲間　隼斗
15493,1809,200,32,70,19.04 ,愛媛ＦＣ,カターレ富山,15576,スカパー！／スカパー！プレミアムサービス,0,0,-20,23.4,90%,岡　宏道,愛媛ＦＣ,秋元　陽太,三原　向平,アライール,園田　拓也,ハン　ヒフン,浦田　延尚,黒木　恭平,渡邊　一仁,吉村　圭司,重松　健太郎,渡辺　亮太,カターレ富山,守田　達弥,池端　陽介,内田　錬平,足助　翔,國吉　貴博,大西　容平,谷田　悠介,キム　ヨングン,苔口　卓也,白崎　凌兵,黒部　光昭
15494,4340,200,33,70,18.03 ,栃木ＳＣ,コンサドーレ札幌,15589,スカパー！／スカパー！プレミアムサービス／とちぎテレビ,4,3,-10,24.9,93%,村上　伸次,栃木ＳＣ,榎本　達也,赤井　秀行,チャ　ヨンファン,西岡　大輝,菅　和範,クリスティアーノ,本橋　卓巳,高木　和正,近藤　祐介,廣瀬　浩二,サビア,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,河合　竜二,上里　一将,前田　俊介,内村　圭宏,荒野　拓馬,フェホ
